genome,completeness,contamination,length,N50
14_0903_02_40cm_Sphingobacteriales_15_38_4.fasta,66.54,1.48,,
14_0903_02_40cm_Betaproteobacteria_10_64_6.fasta,66.17,1.7,,
14_0903_02_40cm_Bacteria_26_71_7.fasta,63.34,8.57,,
14_0903_02_40cm_Bacteria_18_55_7.fasta,60.6,5.68,,
14_0903_02_40cm_Bacteria_19_50_6.fasta,58.9,10.82,,
14_0903_02_40cm_Archaea_32_52_6.fasta,58.34,5.83,,
14_0903_02_40cm_Sphingomonadales_11_67_4.fasta,57.4,0.43,,
14_0903_02_40cm_Gemmatimonadetes_24_69_5.fasta,56.52,3.48,,
14_0903_02_40cm_Bacteria_33_67_4.fasta,53.75,1.82,,
14_0903_02_40cm_Bacteria_29_69_4.fasta,48.7,1.83,,
14_0903_02_40cm_Bacteria_37_54_6.fasta,48.12,11.12,,
14_0903_02_40cm_Bacteria_12_68_6.fasta,45.3,1.1,,
14_0903_02_40cm_Bacteria_35_65_5.fasta,44.99,1.1,,
14_0903_02_40cm_Bacteria_34_56_8.fasta,44.44,3.42,,
14_0903_02_40cm_Bacteria_40_61_4.fasta,43.81,16.3,,
14_0903_02_40cm_Bacteria_22_68_5.fasta,42.34,4.02,,
14_0903_02_40cm_Acidobacteriales_27_56_10.fasta,39.55,1.35,,
14_0903_02_40cm_Bacteria_25_66_4.fasta,39.4,1.98,,
14_0903_02_40cm_Euryarchaeota_20_65_7.fasta,37.81,0.8,,
14_0903_02_40cm_Bacteria_31_55_6.fasta,36.86,5.63,,
14_0903_02_40cm_Euryarchaeota_17_65_6.fasta,35.27,2.04,,
14_0903_02_40cm_Deltaproteobacteria_38_54_4.fasta,32.11,0.0,,
14_0903_02_40cm_Alphaproteobacteria_23_64_5.fasta,30.49,0.22,,
14_0903_02_40cm_Bacteria_43_51_5.fasta,29.36,5.34,,
14_0903_02_40cm_Bacteria_46_55_5.fasta,26.96,0.0,,
14_0903_02_40cm_Euryarchaeota_36_65_7.fasta,24.3,0.0,,
14_0903_02_40cm_Bacteria_44_63_8.fasta,24.29,3.45,,
14_0903_02_40cm_Bacteria_53_56_8.fasta,21.99,4.34,,
14_0903_02_40cm_Bacteria_45_72_6.fasta,19.3,0.0,,
14_0903_02_40cm_Bacteria_47_56_8.fasta,16.93,3.45,,
14_0903_02_40cm_Sphingobacteriales_41_38_4.fasta,13.4,0.0,,
14_0903_02_40cm_unknown_51_64_5.fasta,12.6,0.0,,
14_0903_02_40cm_unknown_39_53_7.fasta,12.5,0.0,,
14_0903_02_40cm_Proteobacteria_49_66_6.fasta,10.29,0.47,,
14_0903_02_40cm_Gemmatimonadetes_42_69_6.fasta,9.33,0.0,,
14_0903_02_40cm_Bacteria_50_66_5.fasta,4.31,0.0,,
14_0903_02_40cm_Bacteria_48_67_8.fasta,4.23,0.0,,
14_0903_02_40cm_unknown_52_63_4.fasta,3.95,0.0,,
14_0903_05_20cm_Euryarchaeota_381_65_9.fasta,97.07,7.68,2184038.0,13989.0
14_0903_05_20cm_Proteobacteria_378_68_9.fasta,94.11,4.24,3765200.0,37554.0
14_0903_05_20cm_Chloroflexi_387_50_7.fasta,92.74,3.96,6045085.0,19789.0
14_0903_05_20cm_Bacteria_10582_71_8.fasta,91.97,1.94,3711479.0,50909.0
14_0903_05_20cm_Bacteria_383_55_10.fasta,89.83,3.72,2738196.0,19391.0
14_0903_05_20cm_Actinobacteria_401_69_9.fasta,89.45,7.52,2470873.0,9313.0
14_0903_05_20cm_Actinobacteria_379_69_8.fasta,89.37,1.72,2775222.0,20712.0
14_0903_05_20cm_Alphaproteobacteria_388_63_7.fasta,86.72,5.49,4859701.0,9590.0
14_0903_05_20cm_Bacteria_395_69_9.fasta,86.42,8.28,6669457.0,7805.0
14_0903_05_20cm_Bacteria_409_54_17.fasta,86.33,7.75,2994934.0,19188.0
14_0903_05_20cm_Deltaproteobacteria_382_55_6.fasta,86.11,1.94,4924411.0,8179.0
14_0903_05_20cm_Archaea_384_53_7.fasta,85.83,2.8,1662331.0,10518.0
14_0903_05_20cm_Deltaproteobacteria_385_68_6.fasta,85.16,3.55,4096933.0,9131.0
14_0903_05_20cm_Bacteria_399_66_7.fasta,83.71,3.79,2514583.0,10763.0
14_0903_05_20cm_Bacteria_389_55_8.fasta,81.72,4.45,2278506.0,6135.0
14_0903_05_20cm_Bacteria_391_58_7.fasta,80.05,3.42,7820277.0,23726.0
14_0903_05_20cm_Ktedonobacter_racemifer_407_54_6.fasta,79.47,1.98,4629334.0,7437.0
14_0903_05_20cm_Acidobacteria_436_58_8.fasta,77.34,6.3,4347035.0,7516.0
14_0903_05_20cm_Acidobacteria_394_55_5.fasta,75.51,0.85,4216670.0,9909.0
14_0903_05_20cm_Euryarchaeota_386_64_6.fasta,75.2,1.2,1479106.0,6612.0
14_0903_05_20cm_Actinobacteria_390_70_8.fasta,74.55,7.05,,
14_0903_05_20cm_Micromonosporales_397_71_6.fasta,70.58,0.44,,
14_0903_05_20cm_Bacteria_415_55_8.fasta,70.51,32.02,,
14_0903_05_20cm_Alphaproteobacteria_393_65_10.fasta,70.32,9.85,,
14_0903_05_20cm_Gemmatimonadetes_419_69_8.fasta,69.33,2.2,,
14_0903_05_20cm_Bacteria_403_69_5.fasta,69.18,3.48,,
14_0903_05_20cm_Bacteria_413_69_7.fasta,68.02,5.0,,
14_0903_05_20cm_Ktedonobacter_racemifer_431_53_6.fasta,66.74,7.43,,
14_0903_05_20cm_Bacteria_442_71_5.fasta,65.96,10.68,,
14_0903_05_20cm_Bacteria_410_57_5.fasta,65.02,3.42,,
14_0903_05_20cm_Bacteria_414_54_5.fasta,64.31,2.2,,
14_0903_05_20cm_Bacteria_396_69_6.fasta,60.12,5.14,,
14_0903_05_20cm_Gemmatimonadetes_406_69_6.fasta,56.37,0.0,,
14_0903_05_20cm_Acidobacteria_392_56_11.fasta,55.59,4.27,,
14_0903_05_20cm_Bacteria_438_55_5.fasta,55.34,2.07,,
14_0903_05_20cm_Ktedonobacter_racemifer_10580_52_7.fasta,53.79,1.98,,
14_0903_05_20cm_Bacteria_408_54_10.fasta,51.73,2.7,,
14_0903_05_20cm_Bacteria_462_55_9.fasta,51.32,6.32,,
14_0903_05_20cm_Bacteria_404_69_7.fasta,48.92,5.49,,
14_0903_05_20cm_Actinobacteria_418_68_6.fasta,47.81,1.08,,
14_0903_05_20cm_Bacteria_428_55_6.fasta,47.11,3.27,,
14_0903_05_20cm_Bacteria_10584_72_7.fasta,46.57,2.31,,
14_0903_05_20cm_Bacteria_424_54_7.fasta,44.65,2.25,,
14_0903_05_20cm_Actinobacteria_422_70_6.fasta,43.51,2.85,,
14_0903_05_20cm_Proteobacteria_432_69_5.fasta,43.47,2.99,,
14_0903_05_20cm_Bacteria_405_70_4.fasta,42.66,7.0,,
14_0903_05_20cm_Acidobacteria_446_56_5.fasta,40.52,5.17,,
14_0903_05_20cm_Actinobacteria_400_70_6.fasta,39.41,2.01,,
14_0903_05_20cm_Bradyrhizobium_398_62_7.fasta,36.72,1.6,,
14_0903_05_20cm_Gemmatimonadetes_448_70_8.fasta,36.13,1.03,,
14_0903_05_20cm_Bradyrhizobium_456_63_8.fasta,35.19,11.29,,
14_0903_05_20cm_Bacteria_426_65_6.fasta,34.6,2.5,,
14_0903_05_20cm_Bacteria_416_54_9.fasta,33.13,2.36,,
14_0903_05_20cm_Bacteria_452_66_7.fasta,32.42,0.17,,
14_0903_05_20cm_Actinobacteria_412_69_6.fasta,30.53,8.72,,
14_0903_05_20cm_Bacteria_453_67_5.fasta,29.16,14.37,,
14_0903_05_20cm_Actinobacteria_437_70_6.fasta,28.42,2.14,,
14_0903_05_20cm_Actinobacteria_421_67_6.fasta,26.03,1.71,,
14_0903_05_20cm_Acidobacteria_434_55_5.fasta,25.72,0.85,,
14_0903_05_20cm_Proteobacteria_447_67_6.fasta,25.39,1.72,,
14_0903_05_20cm_Bacteria_450_55_5.fasta,24.14,1.72,,
14_0903_05_20cm_Bacteria_449_55_8.fasta,23.45,3.67,,
14_0903_05_20cm_Actinobacteria_427_70_7.fasta,23.08,0.86,,
14_0903_05_20cm_Acidobacteria_423_64_7.fasta,22.93,0.0,,
14_0903_05_20cm_Bacteria_455_60_8.fasta,22.82,3.13,,
14_0903_05_20cm_Verrucomicrobia_411_55_11.fasta,22.17,0.0,,
14_0903_05_20cm_Bacteria_464_69_5.fasta,20.6,0.0,,
14_0903_05_20cm_Bacteria_435_56_8.fasta,18.54,1.19,,
14_0903_05_20cm_Chloroflexi_457_52_7.fasta,18.18,2.23,,
14_0903_05_20cm_Bacteria_441_67_6.fasta,17.16,0.0,,
14_0903_05_20cm_Bacteria_463_71_7.fasta,17.15,0.0,,
14_0903_05_20cm_Bacteria_444_55_7.fasta,16.68,0.86,,
14_0903_05_20cm_Bacteria_420_60_4.fasta,15.44,0.1,,
14_0903_05_20cm_Bacteria_443_54_6.fasta,14.68,2.41,,
14_0903_05_20cm_Bacteria_429_55_5.fasta,14.45,0.03,,
14_0903_05_20cm_Alphaproteobacteria_458_63_10.fasta,13.56,0.0,,
14_0903_05_20cm_Bacteria_430_56_7.fasta,13.41,0.0,,
14_0903_05_20cm_Proteobacteria_440_68_5.fasta,10.69,0.65,,
14_0903_05_20cm_Actinobacteria_445_71_6.fasta,10.49,0.34,,
14_0903_05_20cm_Bacteria_439_69_6.fasta,8.72,0.0,,
14_0903_05_20cm_Actinobacteria_433_68_9.fasta,8.56,0.33,,
14_0903_05_20cm_Gemmatimonadetes_425_68_6.fasta,6.85,0.0,,
14_0903_05_20cm_Proteobacteria_459_70_5.fasta,6.58,0.0,,
14_0903_05_20cm_Rokubacteria_451_70_5.fasta,6.11,0.0,,
14_0903_05_20cm_Bacteria_460_55_7.fasta,5.96,0.0,,
14_0903_05_20cm_Actinobacteria_461_69_6.fasta,4.39,0.0,,
14_0903_05_20cm_Proteobacteria_454_60_8.fasta,2.98,0.0,,
14_0903_05_30cm_Bacteria_4559_69_21.fasta,97.4,4.4,4337614.0,17603.0
14_0903_05_30cm_Gemmatimonadetes_4552_69_12.fasta,97.15,4.95,3628273.0,55154.0
14_0903_05_30cm_Bacteria_4558_71_13.fasta,96.56,3.23,5533246.0,49370.0
14_0903_05_30cm_Bacteria_10543_58_12.fasta,95.51,2.99,8838478.0,77222.0
14_0903_05_30cm_Deltaproteobacteria_4564_55_10.fasta,94.65,3.87,4739455.0,15025.0
14_0903_05_30cm_Bacteria_4594_57_8.fasta,93.92,9.44,6016891.0,40741.0
14_0903_05_30cm_Euryarchaeota_4575_64_13.fasta,92.6,10.5,2074218.0,11074.0
14_0903_05_30cm_Armatimonadetes_4567_65_12.fasta,92.57,6.12,2638144.0,16394.0
14_0903_05_30cm_Bacteria_4565_55_8.fasta,92.57,11.49,3781589.0,20173.0
14_0903_05_30cm_Alphaproteobacteria_4555_63_8.fasta,92.55,5.75,4876818.0,14243.0
14_0903_05_30cm_Euryarchaeota_4553_64_18.fasta,92.35,3.2,2091959.0,24650.0
14_0903_05_30cm_Proteobacteria_4582_68_7.fasta,91.58,15.74,4237952.0,19794.0
14_0903_05_30cm_Gemmatimonadetes_4566_69_6.fasta,90.1,2.2,3318843.0,24414.0
14_0903_05_30cm_Archaea_4601_52_16.fasta,88.76,16.5,2081009.0,14712.0
14_0903_05_30cm_Bacteria_4572_55_14.fasta,88.47,3.91,2738324.0,13260.0
14_0903_05_30cm_Gemmatimonadetes_4561_70_7.fasta,87.81,3.3,2803576.0,16467.0
14_0903_05_30cm_Bacteria_4585_72_9.fasta,87.04,21.51,4855513.0,6671.0
14_0903_05_30cm_Rokubacteria_4556_70_11.fasta,86.75,1.35,4102120.0,26597.0
14_0903_05_30cm_Rokubacteria_4560_69_11.fasta,86.63,5.24,3766915.0,23158.0
14_0903_05_30cm_Gemmatimonadetes_4557_70_6.fasta,86.2,1.65,2930981.0,17669.0
14_0903_05_30cm_Bacteria_4562_68_7.fasta,86.13,7.92,6477445.0,19726.0
14_0903_05_30cm_Rokubacteria_4563_69_8.fasta,84.85,8.19,4720563.0,29331.0
14_0903_05_30cm_Betaproteobacteria_4568_66_9.fasta,82.88,3.61,2455320.0,9138.0
14_0903_05_30cm_Bacteria_4574_55_11.fasta,80.73,3.75,2968510.0,9383.0
14_0903_05_30cm_Euryarchaeota_4576_64_18.fasta,80.67,3.33,1805033.0,12509.0
14_0903_05_30cm_Rokubacteria_4573_70_10.fasta,77.07,1.6,5224430.0,57262.0
14_0903_05_30cm_Bacteria_4595_55_9.fasta,76.47,11.64,4042248.0,5215.0
14_0903_05_30cm_Euryarchaeota_4581_65_17.fasta,75.55,4.0,1685688.0,9954.0
14_0903_05_30cm_Acidobacteria_4591_57_6.fasta,75.52,1.71,4203329.0,10878.0
14_0903_05_30cm_Bacteria_4583_55_12.fasta,74.7,9.84,,
14_0903_05_30cm_Bacteria_4599_55_9.fasta,71.35,4.41,,
14_0903_05_30cm_Bacteria_4617_55_7.fasta,71.06,6.86,,
14_0903_05_30cm_Bacteria_4592_55_7.fasta,71.06,3.38,,
14_0903_05_30cm_Bacteria_4569_68_6.fasta,70.99,1.79,,
14_0903_05_30cm_Euryarchaeota_4580_64_8.fasta,69.99,6.93,,
14_0903_05_30cm_Actinobacteria_4571_68_5.fasta,69.03,0.09,,
14_0903_05_30cm_Bacteria_4577_69_6.fasta,68.44,14.84,,
14_0903_05_30cm_Nitrospirae_4578_61_5.fasta,68.33,1.82,,
14_0903_05_30cm_Bacteria_4579_53_6.fasta,68.25,3.41,,
14_0903_05_30cm_Bacteria_4584_70_5.fasta,67.17,1.68,,
14_0903_05_30cm_unknown_4570_52_8.fasta,64.24,1.46,,
14_0903_05_30cm_Gemmatimonadetes_4609_69_11.fasta,63.57,6.04,,
14_0903_05_30cm_unknown_4608_53_15.fasta,63.37,7.68,,
14_0903_05_30cm_Bacteria_4613_54_16.fasta,63.18,4.32,,
14_0903_05_30cm_Bacteria_4615_68_5.fasta,61.3,10.47,,
14_0903_05_30cm_Bacteria_4597_73_9.fasta,59.26,5.37,,
14_0903_05_30cm_Bacteria_4622_71_6.fasta,58.43,1.61,,
14_0903_05_30cm_Bacteria_4610_54_6.fasta,57.48,0.62,,
14_0903_05_30cm_Nitrospirae_4598_62_7.fasta,56.78,9.37,,
14_0903_05_30cm_Bacteria_4625_68_5.fasta,55.45,6.25,,
14_0903_05_30cm_Bacteria_4600_65_5.fasta,55.4,1.34,,
14_0903_05_30cm_Bacteria_4619_54_7.fasta,53.1,3.47,,
14_0903_05_30cm_Rokubacteria_4590_68_5.fasta,52.43,2.77,,
14_0903_05_30cm_Bacteria_4635_65_6.fasta,50.26,7.1,,
14_0903_05_30cm_Gemmatimonadetes_4603_69_14.fasta,49.77,3.4,,
14_0903_05_30cm_Bacteria_4586_54_6.fasta,47.18,4.26,,
14_0903_05_30cm_unknown_4604_51_8.fasta,46.93,4.75,,
14_0903_05_30cm_Bacteria_4589_62_5.fasta,45.27,0.0,,
14_0903_05_30cm_Bacteria_4647_65_5.fasta,45.12,2.78,,
14_0903_05_30cm_Bacteria_4642_54_12.fasta,41.52,2.7,,
14_0903_05_30cm_Euryarchaeota_4620_65_9.fasta,40.19,2.34,,
14_0903_05_30cm_Bacteria_4607_55_15.fasta,40.15,6.1,,
14_0903_05_30cm_Gemmatimonadetes_4624_69_10.fasta,39.34,3.3,,
14_0903_05_30cm_Bacteria_4621_66_5.fasta,36.63,0.33,,
14_0903_05_30cm_Bacteria_4593_66_4.fasta,36.43,0.0,,
14_0903_05_30cm_Bacteria_4643_54_7.fasta,36.06,3.18,,
14_0903_05_30cm_Bacteria_4646_64_5.fasta,35.45,1.2,,
14_0903_05_30cm_Alphaproteobacteria_4587_65_6.fasta,35.34,0.31,,
14_0903_05_30cm_Acidobacteria_4605_56_5.fasta,34.0,0.85,,
14_0903_05_30cm_Bacteria_4588_66_5.fasta,33.61,6.17,,
14_0903_05_30cm_Actinobacteria_4611_68_5.fasta,31.32,3.02,,
14_0903_05_30cm_Ktedonobacter_racemifer_4623_52_6.fasta,31.22,0.99,,
14_0903_05_30cm_Actinobacteria_4612_68_5.fasta,30.73,1.86,,
14_0903_05_30cm_Rhizobiales_4655_62_6.fasta,30.09,6.03,,
14_0903_05_30cm_Bacteria_4596_61_5.fasta,29.48,1.81,,
14_0903_05_30cm_unknown_4616_55_4.fasta,27.32,1.87,,
14_0903_05_30cm_Bacteria_4602_57_4.fasta,27.18,1.69,,
14_0903_05_30cm_Bacteria_4656_68_5.fasta,24.82,3.45,,
14_0903_05_30cm_Bacteria_4628_65_6.fasta,23.56,0.0,,
14_0903_05_30cm_Bacteria_4641_55_7.fasta,23.28,4.6,,
14_0903_05_30cm_unknown_4636_52_10.fasta,22.98,0.0,,
14_0903_05_30cm_Bacteria_4614_54_5.fasta,21.59,1.01,,
14_0903_05_30cm_Bacteria_4644_54_7.fasta,18.26,0.0,,
14_0903_05_30cm_Proteobacteria_4630_66_5.fasta,17.58,1.96,,
14_0903_05_30cm_Bacteria_4632_66_8.fasta,12.92,3.03,,
14_0903_05_30cm_Bacteria_4637_67_5.fasta,12.7,0.0,,
14_0903_05_30cm_Euryarchaeota_4658_64_13.fasta,10.19,0.0,,
14_0903_05_30cm_Euryarchaeota_4650_63_7.fasta,10.08,0.0,,
14_0903_05_30cm_Bacteria_4627_66_5.fasta,9.87,0.0,,
14_0903_05_30cm_Actinobacteria_4645_68_6.fasta,9.85,1.72,,
14_0903_05_30cm_Bacteria_4648_68_7.fasta,8.83,0.65,,
14_0903_05_30cm_Bacteria_4657_64_5.fasta,8.52,0.0,,
14_0903_05_30cm_Bacteria_4626_65_6.fasta,8.43,0.0,,
14_0903_05_30cm_Archaea_4653_64_11.fasta,8.33,0.0,,
14_0903_05_30cm_Bacteria_4652_66_6.fasta,7.02,0.0,,
14_0903_05_30cm_Bacteria_4633_67_8.fasta,6.49,0.26,,
14_0903_05_30cm_Bacteria_4654_54_6.fasta,6.03,0.0,,
14_0903_05_30cm_Bacteria_4638_65_6.fasta,5.99,0.0,,
14_0903_05_30cm_Bacteria_4618_52_7.fasta,5.77,0.0,,
14_0903_05_30cm_Bacteria_4631_67_6.fasta,5.59,1.1,,
14_0903_05_30cm_Bacteria_4606_57_6.fasta,5.39,0.0,,
14_0903_05_30cm_Bacteria_4629_55_7.fasta,3.77,0.0,,
14_0903_05_30cm_Bacteria_4640_64_5.fasta,3.67,0.0,,
14_0903_05_30cm_Bacteria_4639_54_6.fasta,3.54,0.0,,
14_0903_05_30cm_Bacteria_4649_67_9.fasta,2.66,0.0,,
14_0903_05_30cm_Bacteria_4634_67_7.fasta,2.22,0.0,,
14_0903_05_30cm_Euryarchaeota_4651_64_12.fasta,0.0,0.0,,
14_0903_05_40cm_Gemmatimonadetes_471_69_11.fasta,98.9,4.4,3584307.0,111761.0
14_0903_05_40cm_Bacteria_491_65_7.fasta,97.8,5.51,2928110.0,48429.0
14_0903_05_40cm_Nitrospirae_489_62_9.fasta,96.76,8.24,3041659.0,17729.0
14_0903_05_40cm_Gemmatimonadetes_468_70_18.fasta,96.7,1.1,3284542.0,67102.0
14_0903_05_40cm_Gemmatimonadetes_480_65_9.fasta,96.27,3.3,3100731.0,60679.0
14_0903_05_40cm_Gemmatimonadetes_506_69_12.fasta,96.15,6.14,3910365.0,52636.0
14_0903_05_40cm_Bacteria_478_68_20.fasta,96.15,4.4,4727539.0,12154.0
14_0903_05_40cm_Bacteria_494_55_10.fasta,95.64,13.37,3878949.0,8428.0
14_0903_05_40cm_Bacteria_472_58_11.fasta,95.51,5.56,9243136.0,76636.0
14_0903_05_40cm_Bacteria_466_68_12.fasta,95.37,2.78,3094739.0,22011.0
14_0903_05_40cm_Bacteria_469_66_9.fasta,95.28,2.78,3171465.0,47788.0
14_0903_05_40cm_Acidobacteria_477_57_13.fasta,94.87,0.85,5473360.0,85080.0
14_0903_05_40cm_Alphaproteobacteria_523_63_8.fasta,94.43,7.82,5662934.0,11062.0
14_0903_05_40cm_Thaumarchaeota_481_37_7.fasta,94.34,0.0,1561373.0,16549.0
14_0903_05_40cm_Euryarchaeota_487_64_7.fasta,94.01,3.2,1879777.0,15154.0
14_0903_05_40cm_Acidobacteria_465_57_10.fasta,93.8,2.56,5058190.0,96943.0
14_0903_05_40cm_Bacteria_493_71_11.fasta,93.66,3.87,5362907.0,29217.0
14_0903_05_40cm_Actinobacteria_485_68_8.fasta,93.56,0.85,2553419.0,27616.0
14_0903_05_40cm_Deltaproteobacteria_476_55_11.fasta,93.04,9.03,6268836.0,10202.0
14_0903_05_40cm_Gemmatimonadetes_470_70_15.fasta,92.91,2.3,2907998.0,23195.0
14_0903_05_40cm_Archaea_502_56_8.fasta,92.72,4.21,2093924.0,11515.0
14_0903_05_40cm_Bacteria_483_55_9.fasta,92.57,5.07,3095619.0,18461.0
14_0903_05_40cm_Bacteria_498_68_8.fasta,92.51,3.09,3102715.0,22715.0
14_0903_05_40cm_Bacteria_522_55_9.fasta,92.26,4.32,2544628.0,13975.0
14_0903_05_40cm_unknown_497_53_7.fasta,91.12,1.87,2623439.0,62488.0
14_0903_05_40cm_Bacteria_467_68_8.fasta,90.53,5.56,4015076.0,22082.0
14_0903_05_40cm_Rokubacteria_474_69_10.fasta,89.96,4.38,5146088.0,51638.0
14_0903_05_40cm_Bacteria_490_69_11.fasta,89.96,7.25,6422251.0,137410.0
14_0903_05_40cm_Bacteria_486_68_15.fasta,89.87,8.73,6118923.0,21225.0
14_0903_05_40cm_Bacteria_525_54_12.fasta,88.33,6.07,3370644.0,14417.0
14_0903_05_40cm_Rokubacteria_488_70_14.fasta,87.61,1.87,4397343.0,28417.0
14_0903_05_40cm_Euryarchaeota_544_64_22.fasta,87.6,9.2,2132399.0,14560.0
14_0903_05_40cm_unknown_510_51_9.fasta,87.54,5.45,2141540.0,11422.0
14_0903_05_40cm_Rokubacteria_473_70_19.fasta,87.21,3.12,5853014.0,53843.0
14_0903_05_40cm_Rokubacteria_475_69_14.fasta,87.13,6.52,4799464.0,51969.0
14_0903_05_40cm_Rokubacteria_495_69_17.fasta,86.25,5.03,3476884.0,13045.0
14_0903_05_40cm_RBG_19FT_COMBO_Actinobacteria_70_19_curated_496_69_7.fasta,85.74,0.95,2132874.0,13645.0
14_0903_05_40cm_Gemmatimonadetes_511_66_7.fasta,84.82,3.56,3310180.0,13006.0
14_0903_05_40cm_Betaproteobacteria_516_64_10.fasta,84.54,7.53,3473909.0,10785.0
14_0903_05_40cm_Bacteria_537_55_11.fasta,84.14,9.55,2429790.0,5452.0
14_0903_05_40cm_Bacteria_536_55_14.fasta,83.4,11.87,3267685.0,8454.0
14_0903_05_40cm_Bacteria_551_56_10.fasta,83.39,11.89,7797431.0,13283.0
14_0903_05_40cm_Bacteria_508_68_7.fasta,82.18,7.35,2583922.0,10690.0
14_0903_05_40cm_Bacteria_479_72_9.fasta,82.15,4.84,4246510.0,13968.0
14_0903_05_40cm_Bacteria_515_68_6.fasta,82.12,1.98,2424666.0,11103.0
14_0903_05_40cm_Euryarchaeota_504_65_10.fasta,80.62,4.8,1726432.0,8676.0
14_0903_05_40cm_Euryarchaeota_532_64_8.fasta,80.17,5.2,1922554.0,11854.0
14_0903_05_40cm_RBG_16_RIF_WS3X_71_46_curated_505_70_6.fasta,78.96,1.1,3766547.0,10633.0
14_0903_05_40cm_Bacteria_509_55_10.fasta,78.31,6.87,2183007.0,9244.0
14_0903_05_40cm_Bacteria_503_68_5.fasta,77.71,0.0,2432629.0,8787.0
14_0903_05_40cm_Gemmatimonadetes_552_69_10.fasta,77.06,12.42,3270098.0,4349.0
14_0903_05_40cm_Bacteria_492_55_7.fasta,76.89,1.01,1867622.0,12475.0
14_0903_05_40cm_Betaproteobacteria_500_67_14.fasta,76.86,4.75,1978702.0,8094.0
14_0903_05_40cm_Acidobacteria_482_60_6.fasta,76.7,4.32,3521888.0,6873.0
14_0903_05_40cm_Nitrospirae_484_58_6.fasta,76.66,3.71,2644834.0,9727.0
14_0903_05_40cm_Bacteria_507_59_6.fasta,75.11,2.61,5515144.0,6311.0
14_0903_05_40cm_Rokubacteria_550_68_8.fasta,75.09,10.11,3779710.0,7980.0
14_0903_05_40cm_Archaea_553_52_20.fasta,74.64,9.35,,
14_0903_05_40cm_Bacteria_519_67_5.fasta,73.43,0.0,,
14_0903_05_40cm_Bacteria_499_63_10.fasta,72.28,3.96,,
14_0903_05_40cm_unknown_514_52_5.fasta,70.15,0.49,,
14_0903_05_40cm_Bacteria_526_55_7.fasta,69.99,4.19,,
14_0903_05_40cm_Euryarchaeota_541_64_32.fasta,69.26,6.0,,
14_0903_05_40cm_Armatimonadetes_520_65_16.fasta,68.47,2.96,,
14_0903_05_40cm_Bacteria_539_55_6.fasta,68.31,4.27,,
14_0903_05_40cm_Euryarchaeota_512_65_19.fasta,68.11,4.52,,
14_0903_05_40cm_Bacteria_527_60_5.fasta,67.94,2.56,,
14_0903_05_40cm_Bacteria_580_69_5.fasta,67.37,16.81,,
14_0903_05_40cm_Gemmatimonadetes_610_66_6.fasta,66.49,17.4,,
14_0903_05_40cm_Gemmatimonadetes_555_68_5.fasta,66.04,0.0,,
14_0903_05_40cm_Gemmatimonadetes_600_69_17.fasta,65.49,10.69,,
14_0903_05_40cm_Candidatus_Nitrososphaera_gargensis_521_48_5.fasta,65.05,0.0,,
14_0903_05_40cm_Bacteria_538_72_11.fasta,64.65,14.2,,
14_0903_05_40cm_Bacteria_589_66_7.fasta,63.93,15.93,,
14_0903_05_40cm_Bacteria_609_55_15.fasta,63.64,5.58,,
14_0903_05_40cm_Gemmatimonadetes_560_69_6.fasta,63.6,1.65,,
14_0903_05_40cm_Bacteria_579_55_7.fasta,62.31,6.36,,
14_0903_05_40cm_Acidobacteria_518_65_6.fasta,61.61,4.27,,
14_0903_05_40cm_Gemmatimonadetes_524_70_5.fasta,61.39,4.4,,
14_0903_05_40cm_Bacteria_607_72_9.fasta,60.89,11.25,,
14_0903_05_40cm_Bacteria_569_67_5.fasta,60.87,1.3,,
14_0903_05_40cm_Bacteria_548_71_5.fasta,60.77,1.94,,
14_0903_05_40cm_RIF_CHLX_517_71_5.fasta,60.02,1.3,,
14_0903_05_40cm_Bacteria_540_61_6.fasta,59.49,1.13,,
14_0903_05_40cm_Gemmatimonadetes_534_69_8.fasta,59.43,1.1,,
14_0903_05_40cm_Bacteria_547_68_5.fasta,58.69,0.85,,
14_0903_05_40cm_Rokubacteria_554_70_6.fasta,56.43,8.27,,
14_0903_05_40cm_Armatimonadetes_557_65_11.fasta,56.11,1.11,,
14_0903_05_40cm_Euryarchaeota_533_64_28.fasta,56.05,3.33,,
14_0903_05_40cm_Bacteria_577_54_17.fasta,56.0,7.16,,
14_0903_05_40cm_Bacteria_513_54_5.fasta,55.93,1.01,,
14_0903_05_40cm_Ktedonobacter_racemifer_559_53_6.fasta,55.27,8.07,,
14_0903_05_40cm_Nitrospirae_530_63_9.fasta,53.38,1.05,,
14_0903_05_40cm_Nitrospirae_528_63_16.fasta,51.6,2.88,,
14_0903_05_40cm_Rokubacteria_542_69_6.fasta,51.44,3.45,,
14_0903_05_40cm_Bacteria_571_68_8.fasta,50.95,4.84,,
14_0903_05_40cm_Bacteria_581_70_5.fasta,50.25,9.05,,
14_0903_05_40cm_Betaproteobacteria_564_65_9.fasta,50.02,4.88,,
14_0903_05_40cm_Bacteria_543_66_6.fasta,49.92,0.0,,
14_0903_05_40cm_Alphaproteobacteria_501_65_7.fasta,49.76,0.36,,
14_0903_05_40cm_Bacteria_603_68_6.fasta,49.59,0.35,,
14_0903_05_40cm_Bacteria_576_67_5.fasta,49.12,7.74,,
14_0903_05_40cm_Deltaproteobacteria_573_68_5.fasta,48.77,1.29,,
