genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14_1009_12_30cm_Euryarchaeota_8492_64_9.fasta,48_1,0.030000000000000027,average,ANImf,48
14_0903_16_30cm_Euryarchaeota_5572_64_14.fasta,49_1,0.030000000000000027,average,ANImf,49
14_0903_16_40cm_Euryarchaeota_5754_64_17.fasta,49_1,0.030000000000000027,average,ANImf,49
14_0927_12_40cm_Euryarchaeota_6587_64_8.fasta,49_2,0.030000000000000027,average,ANImf,49
14_1009_12_40cm_Euryarchaeota_8797_64_13.fasta,49_2,0.030000000000000027,average,ANImf,49
14_0903_02_20cm_Euryarchaeota_58_64_8.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_02_30cm_Euryarchaeota_215_64_24.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_02_40cm_Euryarchaeota_4_64_13.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_05_20cm_Euryarchaeota_386_64_6.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_05_30cm_Euryarchaeota_4553_64_18.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_05_40cm_Euryarchaeota_544_64_22.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_13_20cm_Euryarchaeota_1236_64_19.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_13_40cm_Euryarchaeota_1458_64_26.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_16_30cm_Euryarchaeota_5585_64_25.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_16_40cm_Euryarchaeota_5739_64_24.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0919_02_20cm_Euryarchaeota_5903_64_14.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0919_05_20cm_Euryarchaeota_1526_64_6.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0927_02_20cm_Euryarchaeota_1932_64_8.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0927_05_20cm_Euryarchaeota_2152_64_16.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0927_05_40cm_Euryarchaeota_2328_64_20.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0927_09_20cm_Euryarchaeota_6086_64_13.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0929_02_20cm_Euryarchaeota_2471_64_17.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0929_05_30cm_Euryarchaeota_3217_64_39.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0929_05_40cm_Euryarchaeota_3390_64_17.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_02_30cm_Euryarchaeota_3695_64_24.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_02_40cm_Euryarchaeota_3835_64_43.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_05_20cm_Euryarchaeota_3996_64_6.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_05_30cm_Euryarchaeota_4198_64_14.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_05_40cm_Euryarchaeota_4366_63_19.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_13_40cm_Euryarchaeota_9402_63_21.fasta,49_3,0.030000000000000027,average,ANImf,49
14_1009_16_20cm_Euryarchaeota_9465_64_7.fasta,49_3,0.030000000000000027,average,ANImf,49
14_0903_09_40cm_Euryarchaeota_762_64_13.fasta,50_1,0.030000000000000027,average,ANImf,50
14_0927_09_40cm_Euryarchaeota_6181_64_10.fasta,50_1,0.030000000000000027,average,ANImf,50
14_0927_12_40cm_Euryarchaeota_6597_65_27.fasta,50_1,0.030000000000000027,average,ANImf,50
14_0929_12_30cm_Euryarchaeota_7425_64_26.fasta,50_1,0.030000000000000027,average,ANImf,50
14_1009_09_30cm_Euryarchaeota_7991_64_11.fasta,50_1,0.030000000000000027,average,ANImf,50
14_1009_12_30cm_Euryarchaeota_8533_64_18.fasta,50_1,0.030000000000000027,average,ANImf,50
14_1009_16_40cm_Euryarchaeota_10215_64_19.fasta,50_1,0.030000000000000027,average,ANImf,50
14_0903_05_40cm_Euryarchaeota_487_64_7.fasta,50_2,0.030000000000000027,average,ANImf,50
14_0903_13_40cm_Euryarchaeota_1413_65_11.fasta,50_2,0.030000000000000027,average,ANImf,50
14_0929_05_40cm_Euryarchaeota_3410_64_11.fasta,50_2,0.030000000000000027,average,ANImf,50
14_1009_05_40cm_Euryarchaeota_4401_64_5.fasta,50_2,0.030000000000000027,average,ANImf,50
14_0927_09_40cm_Euryarchaeota_6205_64_12.fasta,51_1,0.030000000000000027,average,ANImf,51
14_0929_09_40cm_Euryarchaeota_7025_64_18.fasta,51_1,0.030000000000000027,average,ANImf,51
14_0929_12_30cm_Euryarchaeota_7401_64_15.fasta,51_1,0.030000000000000027,average,ANImf,51
14_0929_12_40cm_Euryarchaeota_7547_64_20.fasta,51_1,0.030000000000000027,average,ANImf,51
14_1009_09_40cm_Euryarchaeota_8213_64_14.fasta,51_1,0.030000000000000027,average,ANImf,51
14_1009_12_40cm_Euryarchaeota_8735_64_14.fasta,51_1,0.030000000000000027,average,ANImf,51
14_0903_05_40cm_Euryarchaeota_532_64_8.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0903_09_40cm_Euryarchaeota_765_64_8.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0903_13_40cm_Euryarchaeota_1366_64_11.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0903_16_40cm_Euryarchaeota_5802_64_27.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0927_09_40cm_Euryarchaeota_6204_64_15.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0929_05_30cm_Euryarchaeota_3195_64_9.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0929_05_40cm_Euryarchaeota_3505_64_11.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0929_09_40cm_Euryarchaeota_7038_64_19.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0929_12_30cm_Euryarchaeota_7406_64_11.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0929_12_40cm_Euryarchaeota_7542_64_11.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_05_40cm_Euryarchaeota_4413_64_12.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_09_30cm_Euryarchaeota_7993_64_14.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_09_40cm_Euryarchaeota_8197_64_12.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_12_30cm_Euryarchaeota_8493_64_9.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_12_40cm_Euryarchaeota_8759_64_18.fasta,51_2,0.030000000000000027,average,ANImf,51
14_1009_16_30cm_Euryarchaeota_9644_64_14.fasta,51_2,0.030000000000000027,average,ANImf,51
14_0903_05_30cm_Euryarchaeota_4576_64_18.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0903_09_40cm_Euryarchaeota_776_64_9.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0903_13_20cm_Euryarchaeota_1201_64_9.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0903_16_30cm_Euryarchaeota_5565_64_21.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0927_02_40cm_Euryarchaeota_2057_64_12.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0927_05_20cm_Euryarchaeota_2163_64_7.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0927_05_40cm_Euryarchaeota_2357_64_19.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0927_09_40cm_Euryarchaeota_6202_64_8.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0929_02_30cm_Euryarchaeota_2671_64_11.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0929_02_40cm_Euryarchaeota_2905_64_17.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0929_09_40cm_Euryarchaeota_7046_64_11.fasta,52_1,0.030000000000000027,average,ANImf,52
14_1009_02_40cm_Euryarchaeota_3831_64_15.fasta,52_1,0.030000000000000027,average,ANImf,52
14_1009_05_30cm_Euryarchaeota_4167_64_10.fasta,52_1,0.030000000000000027,average,ANImf,52
14_0929_12_30cm_Euryarchaeota_7427_64_17.fasta,53_1,0.030000000000000027,average,ANImf,53
14_1009_09_30cm_Euryarchaeota_7969_64_9.fasta,53_1,0.030000000000000027,average,ANImf,53
14_1009_12_30cm_Euryarchaeota_8531_64_9.fasta,53_1,0.030000000000000027,average,ANImf,53
14_1009_12_40cm_Euryarchaeota_8791_64_25.fasta,53_1,0.030000000000000027,average,ANImf,53
14_0929_05_40cm_Euryarchaeota_3424_64_12.fasta,53_2,0.030000000000000027,average,ANImf,53
14_1009_16_40cm_Euryarchaeota_10370_64_16.fasta,53_2,0.030000000000000027,average,ANImf,53
14_0903_05_30cm_Euryarchaeota_4575_64_13.fasta,53_3,0.030000000000000027,average,ANImf,53
14_0903_13_40cm_Euryarchaeota_1427_64_8.fasta,53_3,0.030000000000000027,average,ANImf,53
14_0927_05_40cm_Euryarchaeota_2356_64_15.fasta,53_3,0.030000000000000027,average,ANImf,53
14_0929_02_40cm_Euryarchaeota_2938_64_15.fasta,53_3,0.030000000000000027,average,ANImf,53
14_0929_09_40cm_Euryarchaeota_7032_64_15.fasta,53_3,0.030000000000000027,average,ANImf,53
14_1009_02_40cm_Euryarchaeota_3866_64_7.fasta,53_3,0.030000000000000027,average,ANImf,53
14_1009_05_40cm_Euryarchaeota_4438_64_28.fasta,53_3,0.030000000000000027,average,ANImf,53
14_1009_09_40cm_Euryarchaeota_8209_64_9.fasta,53_3,0.030000000000000027,average,ANImf,53
14_0929_02_40cm_Euryarchaeota_2838_66_7.fasta,54_0,0.030000000000000027,average,ANImf,54
14_0927_05_20cm_Euryarchaeota_2162_65_6.fasta,55_0,0.030000000000000027,average,ANImf,55
14_1009_16_40cm_Euryarchaeota_10108_66_7.fasta,56_0,0.030000000000000027,average,ANImf,56
14_0903_13_30cm_Gemmatimonadetes_4837_61_12.fasta,57_1,0.030000000000000027,average,ANImf,57
14_1009_09_30cm_Gemmatimonadetes_7962_61_6.fasta,57_1,0.030000000000000027,average,ANImf,57
14_1009_12_40cm_Gemmatimonadetes_8695_61_9.fasta,57_1,0.030000000000000027,average,ANImf,57
14_0903_02_20cm_Gemmatimonadetes_60_60_6.fasta,58_1,0.030000000000000027,average,ANImf,58
14_0919_02_20cm_Gemmatimonadetes_5920_61_8.fasta,58_1,0.030000000000000027,average,ANImf,58
14_0927_02_20cm_Gemmatimonadetes_1911_61_7.fasta,58_1,0.030000000000000027,average,ANImf,58
14_0929_02_20cm_Gemmatimonadetes_2477_61_7.fasta,58_1,0.030000000000000027,average,ANImf,58
14_1009_16_30cm_Gemmatimonadetes_9701_60_11.fasta,59_1,0.030000000000000027,average,ANImf,59
14_1009_16_40cm_Gemmatimonadetes_10088_60_13.fasta,59_1,0.030000000000000027,average,ANImf,59
14_1009_13_40cm_Gemmatimonadetes_9374_60_6.fasta,59_2,0.030000000000000027,average,ANImf,59
14_0929_09_20cm_Gemmatimonadetes_6720_61_6.fasta,60_0,0.030000000000000027,average,ANImf,60
14_0929_09_20cm_Gemmatimonadetes_6724_62_8.fasta,61_0,0.030000000000000027,average,ANImf,61
14_0903_09_20cm_Bacteria_634_55_9.fasta,62_1,0.030000000000000027,average,ANImf,62
14_0903_09_30cm_Bacteria_688_55_7.fasta,62_1,0.030000000000000027,average,ANImf,62
14_0929_09_20cm_Bacteria_6715_55_10.fasta,62_1,0.030000000000000027,average,ANImf,62
14_0903_12_30cm_Acidobacteria_1079_57_7.fasta,63_1,0.030000000000000027,average,ANImf,63
14_0929_12_30cm_Acidobacteria_7400_57_7.fasta,63_1,0.030000000000000027,average,ANImf,63
14_0929_12_40cm_Acidobacteria_7531_57_7.fasta,63_1,0.030000000000000027,average,ANImf,63
14_0903_09_20cm_Acidobacteria_635_55_5.fasta,64_1,0.030000000000000027,average,ANImf,64
14_0929_09_20cm_Acidobacteria_6741_56_8.fasta,64_1,0.030000000000000027,average,ANImf,64
14_0903_05_20cm_Acidobacteria_394_55_5.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0903_13_20cm_Acidobacteria_1228_55_5.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0903_13_30cm_Acidobacteria_4819_55_8.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0919_02_20cm_Acidobacteria_5898_55_5.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0919_05_20cm_Acidobacteria_1511_55_6.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0927_02_20cm_Acidobacteria_1916_55_6.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0927_05_20cm_Acidobacteria_2160_55_6.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0929_02_20cm_Acidobacteria_2538_55_6.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0929_05_20cm_Acidobacteria_2978_54_10.fasta,65_1,0.030000000000000027,average,ANImf,65
14_1009_02_20cm_Acidobacteria_3609_55_5.fasta,65_1,0.030000000000000027,average,ANImf,65
14_1009_05_20cm_Acidobacteria_3982_55_7.fasta,65_1,0.030000000000000027,average,ANImf,65
14_1009_13_20cm_Acidobacteria_8962_54_4.fasta,65_1,0.030000000000000027,average,ANImf,65
14_1009_16_20cm_Acidobacteria_9472_55_5.fasta,65_1,0.030000000000000027,average,ANImf,65
14_0903_13_30cm_Bacteria_4920_52_5.fasta,66_0,0.030000000000000027,average,ANImf,66
14_1009_16_30cm_Acidobacteria_9954_59_6.fasta,67_1,0.030000000000000027,average,ANImf,67
14_1009_16_40cm_Acidobacteria_10131_59_8.fasta,67_1,0.030000000000000027,average,ANImf,67
14_0903_13_30cm_Bacteria_4803_58_14.fasta,68_0,0.030000000000000027,average,ANImf,68
14_0903_13_30cm_Acidobacteria_4932_58_16.fasta,69_1,0.030000000000000027,average,ANImf,69
14_0929_12_30cm_Acidobacteria_7379_58_8.fasta,69_1,0.030000000000000027,average,ANImf,69
14_1009_12_40cm_Acidobacteria_8742_58_7.fasta,69_1,0.030000000000000027,average,ANImf,69
14_1009_16_30cm_Bacteria_9658_57_7.fasta,70_1,0.030000000000000027,average,ANImf,70
14_1009_16_40cm_Bacteria_10240_57_9.fasta,70_1,0.030000000000000027,average,ANImf,70
14_0903_09_40cm_Acidobacteria_753_58_7.fasta,70_2,0.030000000000000027,average,ANImf,70
14_0903_12_20cm_Bacteria_906_57_7.fasta,71_0,0.030000000000000027,average,ANImf,71
14_0903_09_30cm_Bacteria_695_57_6.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0903_09_40cm_Bacteria_741_58_17.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0903_12_30cm_Bacteria_1115_58_6.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0903_13_20cm_Bacteria_1230_58_10.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0903_13_40cm_Bacteria_1360_58_7.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0927_09_40cm_Bacteria_10552_58_9.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0929_05_30cm_Bacteria_3182_58_9.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0929_09_30cm_Bacteria_6847_57_11.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0929_09_40cm_Bacteria_7010_58_7.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0929_12_20cm_Bacteria_7205_58_6.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0929_12_30cm_Bacteria_7370_58_11.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_05_30cm_Bacteria_4168_57_7.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_09_30cm_Bacteria_7936_57_9.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_12_30cm_Bacteria_8488_58_10.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_12_40cm_Bacteria_8721_57_7.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_13_20cm_Bacteria_8940_57_7.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_13_30cm_Bacteria_9203_58_11.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_16_30cm_Bacteria_9620_58_15.fasta,72_1,0.030000000000000027,average,ANImf,72
14_1009_16_40cm_Bacteria_10058_58_11.fasta,72_1,0.030000000000000027,average,ANImf,72
14_0919_02_20cm_Acidobacteria_5905_58_8.fasta,72_2,0.030000000000000027,average,ANImf,72
14_0927_02_20cm_Acidobacteria_1946_58_8.fasta,72_2,0.030000000000000027,average,ANImf,72
14_0927_05_20cm_Acidobacteria_2186_58_8.fasta,72_2,0.030000000000000027,average,ANImf,72
14_0929_02_20cm_Acidobacteria_2491_58_7.fasta,72_2,0.030000000000000027,average,ANImf,72
14_0903_02_20cm_Bacteria_61_57_7.fasta,73_1,0.030000000000000027,average,ANImf,73
14_0903_13_20cm_Bacteria_1202_57_11.fasta,73_1,0.030000000000000027,average,ANImf,73
14_0919_02_20cm_Bacteria_5916_57_9.fasta,73_1,0.030000000000000027,average,ANImf,73
14_0929_02_20cm_Bacteria_2472_58_8.fasta,73_1,0.030000000000000027,average,ANImf,73
14_0903_09_40cm_Acidobacteria_744_58_9.fasta,73_2,0.030000000000000027,average,ANImf,73
14_0903_13_30cm_Bacteria_4885_57_9.fasta,74_1,0.030000000000000027,average,ANImf,74
14_1009_16_40cm_Acidobacteria_10126_57_16.fasta,74_1,0.030000000000000027,average,ANImf,74
14_0903_02_30cm_Acidobacteria_170_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_02_40cm_Bacteria_2_57_5.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_05_30cm_Bacteria_4594_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_05_40cm_Acidobacteria_477_57_13.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_09_40cm_Bacteria_747_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_13_20cm_Acidobacteria_10553_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_13_30cm_Acidobacteria_4936_57_42.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_13_40cm_Bacteria_1338_57_12.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_16_30cm_Acidobacteria_5523_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_16_40cm_Bacteria_5662_57_16.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0919_02_20cm_Acidobacteria_5906_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0919_12_20cm_Acidobacteria_1761_57_6.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0927_02_40cm_Acidobacteria_2036_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0927_05_20cm_Acidobacteria_2166_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0927_05_40cm_Bacteria_10546_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0927_09_40cm_Acidobacteria_6184_57_9.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0927_12_40cm_Bacteria_6559_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_02_20cm_Acidobacteria_2473_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_02_30cm_Bacteria_10545_57_15.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_02_40cm_Bacteria_2795_57_17.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_05_30cm_Acidobacteria_3178_57_16.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_05_40cm_Acidobacteria_3391_57_12.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_09_30cm_Acidobacteria_6850_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0929_12_40cm_Acidobacteria_7566_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_02_30cm_Acidobacteria_3711_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_02_40cm_Acidobacteria_3799_57_15.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_05_30cm_Acidobacteria_4160_57_11.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_05_40cm_Bacteria_10547_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_09_30cm_Acidobacteria_7959_57_7.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_09_40cm_Bacteria_8185_57_8.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_13_30cm_Bacteria_9103_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_13_40cm_Acidobacteria_9299_57_10.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_16_30cm_Acidobacteria_9604_57_26.fasta,75_1,0.030000000000000027,average,ANImf,75
14_1009_16_40cm_Acidobacteria_10038_57_28.fasta,75_1,0.030000000000000027,average,ANImf,75
14_0903_05_30cm_Acidobacteria_4591_57_6.fasta,76_1,0.030000000000000027,average,ANImf,76
14_0903_05_40cm_Acidobacteria_465_57_10.fasta,76_1,0.030000000000000027,average,ANImf,76
14_0927_05_40cm_Acidobacteria_2424_57_11.fasta,76_1,0.030000000000000027,average,ANImf,76
14_0929_05_30cm_Acidobacteria_3197_57_19.fasta,76_1,0.030000000000000027,average,ANImf,76
14_0929_05_40cm_Acidobacteria_3437_57_7.fasta,76_1,0.030000000000000027,average,ANImf,76
14_1009_05_30cm_Acidobacteria_4201_57_8.fasta,76_1,0.030000000000000027,average,ANImf,76
14_1009_05_40cm_Acidobacteria_4335_57_12.fasta,76_1,0.030000000000000027,average,ANImf,76
14_0903_02_20cm_Acidobacteria_110_57_10.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0903_02_30cm_Acidobacteria_218_57_7.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0919_02_20cm_Acidobacteria_5880_57_14.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0927_02_20cm_Acidobacteria_1915_57_13.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0929_02_20cm_Acidobacteria_2454_57_10.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0929_02_30cm_Acidobacteria_2637_57_7.fasta,76_2,0.030000000000000027,average,ANImf,76
14_1009_02_30cm_Acidobacteria_3694_57_9.fasta,76_2,0.030000000000000027,average,ANImf,76
14_0903_12_30cm_Acidobacteria_1150_57_10.fasta,76_3,0.030000000000000027,average,ANImf,76
14_0929_12_30cm_Acidobacteria_7479_57_11.fasta,76_3,0.030000000000000027,average,ANImf,76
14_1009_12_30cm_Acidobacteria_8669_57_9.fasta,76_4,0.030000000000000027,average,ANImf,76
14_0903_12_20cm_Bacteria_896_57_20.fasta,77_1,0.030000000000000027,average,ANImf,77
14_0919_12_20cm_Bacteria_1768_57_11.fasta,77_1,0.030000000000000027,average,ANImf,77
14_0927_12_20cm_Bacteria_10555_57_16.fasta,77_1,0.030000000000000027,average,ANImf,77
14_0929_12_20cm_Bacteria_7162_57_18.fasta,77_1,0.030000000000000027,average,ANImf,77
14_1009_12_20cm_Bacteria_8357_57_16.fasta,77_1,0.030000000000000027,average,ANImf,77
14_1009_12_30cm_Bacteria_8527_58_5.fasta,77_1,0.030000000000000027,average,ANImf,77
14_0919_09_20cm_Acidobacteria_1647_57_9.fasta,78_0,0.030000000000000027,average,ANImf,78
14_0903_13_20cm_Bacteria_1196_57_9.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0903_13_30cm_Bacteria_4796_57_9.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0903_16_20cm_Bacteria_5400_57_15.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0903_16_30cm_Bacteria_5529_57_7.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0919_05_20cm_Bacteria_1524_58_8.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0927_05_20cm_Bacteria_2132_57_16.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0927_09_20cm_Bacteria_6020_57_12.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0929_05_20cm_Bacteria_10601_57_12.fasta,79_1,0.030000000000000027,average,ANImf,79
14_1009_05_20cm_Bacteria_3980_57_7.fasta,79_1,0.030000000000000027,average,ANImf,79
14_1009_09_20cm_Bacteria_7724_57_7.fasta,79_1,0.030000000000000027,average,ANImf,79
14_1009_16_20cm_Bacteria_9461_57_22.fasta,79_1,0.030000000000000027,average,ANImf,79
14_0903_05_20cm_Bacteria_391_58_7.fasta,80_1,0.030000000000000027,average,ANImf,80
14_0903_05_30cm_Bacteria_10543_58_12.fasta,80_1,0.030000000000000027,average,ANImf,80
14_0903_05_40cm_Bacteria_472_58_11.fasta,80_1,0.030000000000000027,average,ANImf,80
14_0903_09_30cm_Bacteria_680_58_11.fasta,80_1,0.030000000000000027,average,ANImf,80
